video_id,title,description,publishedAt,tags,categoryId,duration,viewCount,likeCount,commentCount,Duration_in_sec,SubjectList,Subject,Exam_type,Exam,Typelist,Type,classlist,class,,Batch,Teacherlist,Teachers
V3CNvFSd4r8,Class 11 Chapter 6 | Thermodynamics 02 | Heat | Concept of  Cp and Cv Of Gas | IIT JEE /NEET |,"For PDF Notes and best Assignments visit @  http://physicswallahalakhpandey.com/
Live Classes, Video Lectures, Test Series, Lecturewise notes, topicwise DPP, dynamic Exercise and much more on Physicswallah App.
Download the App from Google Playstore ( https://bit.ly/2SHIPW6 )

Physicswallah Instagram Handle : https://www.instagram.com/physicswallah/ 
Physicswallah Facebook Page: https://www.facebook.com/physicswallah
Physicswallah Twitter Account : https://twitter.com/PhysicswallahAP?s=20

Physicswallah App on Google Play Store : https://bit.ly/2SHIPW6
Physicswallah Website: http://physicswallahalakhpandey.com/

LAKSHYA Batch(2020-21)

Join the Batch on Physicswallah App https://bit.ly/2SHIPW6
Registration Open!!!!
  
What will you get in the Lakshya Batch?

1) Complete Class 12th + JEE Mains/ NEET syllabus - Targeting 95% in Board Exams and Selection in JEE MAINS / NEET  with a Strong Score under Direct Guidance of Alakh Pandey.

2)Live Classes and recorded Video Lectures (New, different from those on YouTube)

3)PDF Notes of each class.

4)DPP: Daily Practice Problems with each class having 10 questions based on the class of JEE Mains/NEET level.

5)Syllabus Completion by end of January, 2021 with topicwise discussion of Last 10 Years Problems in Boards, JEE Mains/NEET within Lecture. 

6)The Complete Course (Video Lectures, PDF Notes, any other Study Material) will be accessible to all the students untill JEE Mains & NEET 2021 (nearly May 2021)

7)In case you missed a live class, you can see its recording.

8)You can view the videos  any number of times.

9)Each chapter will be discussed in detail with all concepts and numericals

10)Chapterwise Approach towards JEE Mains/ NEET & Board Exams.  


****Test Series for XI & XII**** 

We provide you the best test series for Class XI,XII, JEE, NEET chapterwise, which will be scheduled for whole year.
The test series follows very  logical sequence of Basic to Advance questions.&
Evaluation of Test and Solution to all the questions at the end of the test.

Class 11 Chapter 6 | Thermodynamics Introduction | Reversible and Irreversible Process IIT JEE /NEET
https://youtu.be/q5CZUnsWkYQ
Class 11 Chapter 6 | Thermodynamics 02 | Heat | Concept of Cp and Cv Of Gas | IIT JEE /NEET |
https://youtu.be/V3CNvFSd4r8
Class 11 Chapter 6 | Thermodynamics 03 | Work Done by a Gas | Work Done on a Gs | IIT JEE / NEET 
https://youtu.be/lBu-SJHNveA
Class 11 Chapter 6 | Thermodynamics 04 | Work done in Isothermal and Adiabatic Expansion of Gas
https://youtu.be/bXNxBFBfwjs
Class 11 Chapter 6 || Thermodynamics 05 || First Law Of Thermodynamics IIT JEE /NEET
https://youtu.be/K1pNjKHmH8E
Class 11|| Thermodynamics 06 || What is Enthalpy || Relation between Enthalpy and Internal Energy ||
https://youtu.be/UuT1LNp5SJY
11 chap 6 | Thermodynamics 07 || Heat of Reaction | Enthalpy Of Formation | Enthalpy Of Combustion
https://youtu.be/OxGEY-ydojk
Class 11 Chapter 6 | Thermodynamics 08 || Hess's Law || Hess's Law Enthalpy Change IIT JEE / NEET |
https://youtu.be/wvnS_xmfRZc
Class 11 chapter 6 | Thermodynamics 09 | Second Law Of Thermodynamics Introduction | IIT JEE /NEET
https://youtu.be/a7CxGA6qQPE
Class 11 chapter 6 | Thermodynamics 10 | What is ENTROPY ? | Spontaneity and Entropy JEE MAINS /NEET
https://youtu.be/NfB2chtSy-I
Class 11 chapter 6 |Thermodynamics 11 | Entropy of different process | How to find Entropy JEE MAINS
https://youtu.be/_zYbZY-gZYw

Class 11 chapter 6 || Thermodynamics 12 || Gibb's Free Energy IIT JEE MAINS /NEET | Spontaneity 
https://youtu.be/pvLmWz3tWz8",2018-08-30T11:44:14Z,"THERMOdyn,thermodynamics in hindi,first law of thermodynamics,molar specific heat,degree of freedom,first law of thermodynamics example,molar specific heat of gas,molar specific heat at constant volume,molar specific heat at constant pressure and volume,class 11 thermodynamics chemistry,class 11 chemistry thermodynamics in hindi,class 11 chemistry thermodynamics full chapter,class 11 physics thermodynamics ncert solutions,class 11 physics thermodynamics in hindi",27,PT35M59S,3883832,89213,3323,2159,,Others,,NEET,,Others,,Others,,Others,,
R5_sfvFhcuI,Class 11 Chapter 7 System Of Particles | Centre Of Mass 05 | Conservation Of Linear Momentum IIT JEE,"For PDF Notes and best Assignments visit @  http://physicswallahalakhpandey.com/
Live Classes, Video Lectures, Test Series, Lecturewise notes, topicwise DPP, dynamic Exercise and much more on Physicswallah App.
Download the App from Google Playstore ( https://bit.ly/2SHIPW6 )

Physicswallah Instagram Handle : https://www.instagram.com/physicswallah/ 
Physicswallah Facebook Page: https://www.facebook.com/physicswallah
Physicswallah Twitter Account : https://twitter.com/PhysicswallahAP?s=20

Physicswallah App on Google Play Store : https://bit.ly/2SHIPW6
Physicswallah Website: http://physicswallahalakhpandey.com/

LAKSHYA Batch(2020-21)

Join the Batch on Physicswallah App https://bit.ly/2SHIPW6
Registration Open!!!!
  
What will you get in the Lakshya Batch?

1) Complete Class 12th + JEE Mains/ NEET syllabus - Targeting 95% in Board Exams and Selection in JEE MAINS / NEET  with a Strong Score under Direct Guidance of Alakh Pandey.

2)Live Classes and recorded Video Lectures (New, different from those on YouTube)

3)PDF Notes of each class.

4)DPP: Daily Practice Problems with each class having 10 questions based on the class of JEE Mains/NEET level.

5)Syllabus Completion by end of January, 2021 with topicwise discussion of Last 10 Years Problems in Boards, JEE Mains/NEET within Lecture. 

6)The Complete Course (Video Lectures, PDF Notes, any other Study Material) will be accessible to all the students untill JEE Mains & NEET 2021 (nearly May 2021)

7)In case you missed a live class, you can see its recording.

8)You can view the videos  any number of times.

9)Each chapter will be discussed in detail with all concepts and numericals

10)Chapterwise Approach towards JEE Mains/ NEET & Board Exams.  


****Test Series for XI & XII**** 

We provide you the best test series for Class XI,XII, JEE, NEET chapterwise, which will be scheduled for whole year.
The test series follows very  logical sequence of Basic to Advance questions.&
Evaluation of Test and Solution to all the questions at the end of the test.

11 chap 7 || System of Particles - Centre of Mass 01 || Introduction Of COM for IIT JEE / NEET ||
https://www.youtube.com/watch?v=Ak5uS3B8Gj0&list=PLF_7kfnwLFCGAL8XxoX2I8SjMXMtc07Yt

11 chap 7 | Centre of Mass 02 | COM of Continuous Bodies | COM of Semicircular Ring ,Disc,Triangle |
https://www.youtube.com/watch?v=2pMDrKMiVQ0&list=PLF_7kfnwLFCGAL8XxoX2I8SjMXMtc07Yt&index=2

11 chap 7 | Centre of Mass 03 | COM of Continuous Bodies | COM of Hollow and Solid Hemisphere , Cone
https://www.youtube.com/watch?v=UZx0_nO2F4s&list=PLF_7kfnwLFCGAL8XxoX2I8SjMXMtc07Yt&index=3

Class 11 chapter 7 System Of Particles | Centre of Mass 04 | Motion of Centre Of Mass IIT JEE / NEET
https://www.youtube.com/watch?v=HjdyDvhKH1Y&list=PLF_7kfnwLFCGAL8XxoX2I8SjMXMtc07Yt&index=4

Class 11 Chapter 7 | Centre Of Mass 06 | Conservation of Momentum in Bomb (Shell ) Explosion IIT JEE
https://www.youtube.com/watch?v=zdPLAWmBN9U&index=6&list=PLF_7kfnwLFCGAL8XxoX2I8SjMXMtc07Yt

Centre Of Mass 07 || Collision Series 01 || Elastic Collisions in 1 -D || IIT JEE MAINS / NEET |
https://www.youtube.com/watch?v=_FbqYwmiYwI&list=PLF_7kfnwLFCGAL8XxoX2I8SjMXMtc07Yt&index=7

Centre Of Mass 08 || Collision Series 02 || Elastic Collision in Two Dimension IIT JEE / NEET ||
https://www.youtube.com/watch?v=_l2H_Jh7-y0&list=PLF_7kfnwLFCGAL8XxoX2I8SjMXMtc07Yt&index=8

Centre Of Mass 09 || Collision Series 03 || Inelastic Collisions IIT JEE / NEET ||
https://www.youtube.com/watch?v=8_b2U7FS5-g&index=9&list=PLF_7kfnwLFCGAL8XxoX2I8SjMXMtc07Yt

COM 10 | Collision Series 04 | Coefficient Of Restitution | Elastic and Inelastic Collisions IIT JEE
https://www.youtube.com/watch?v=XhTNR09HlV4&index=29&list=PLF_7kfnwLFCGAL8XxoX2I8SjMXMtc07Yt

Centre Of Mass 11 || Collision Series 05 | Oblique Collision | Elastic Inelastic Collision JEE /NEET
https://www.youtube.com/watch?v=0-ay-xFRUKQ&index=17&list=PLF_7kfnwLFCGAL8XxoX2I8SjMXMtc07Yt

Centre Of Mass 11 || Trick For COM of Remaining Part || When Mass is Removed IIT JEE MAIN / NEET ||
https://www.youtube.com/watch?v=-ZHP-qXAFtA&index=28&list=PLF_7kfnwLFCGAL8XxoX2I8SjMXMtc07Yt",2018-08-29T23:44:11Z,"conservation of momentum,conservation of momentum problems,conservation of momentum examples,conservation of momentum physics,conservation of momentum iit jee questions,conservation of angular momentum iit jee,conservation of linear momentum iit jee,conservation of momentum class 11 iit jee,system of particles and rotational motion class 11,system of particles,system of particles physics",27,PT54M44S,1891582,43907,2292,3284,,Others,,JEE,,Others,,Others,,Others,,
q5CZUnsWkYQ,,,,,,,,,,,,Others,,Others,,Others,,Others,,Others,,
HjdyDvhKH1Y,Class 11 chapter 7 System Of Particles | Centre of Mass 04 | Motion of Centre Of Mass IIT JEE / NEET,"For PDF Notes and best Assignments visit @  http://physicswallahalakhpandey.com/
Live Classes, Video Lectures, Test Series, Lecturewise notes, topicwise DPP, dynamic Exercise and much more on Physicswallah App.
Download the App from Google Playstore ( https://bit.ly/2SHIPW6 )

Physicswallah Instagram Handle : https://www.instagram.com/physicswallah/ 
Physicswallah Facebook Page: https://www.facebook.com/physicswallah
Physicswallah Twitter Account : https://twitter.com/PhysicswallahAP?s=20

Physicswallah App on Google Play Store : https://bit.ly/2SHIPW6
Physicswallah Website: http://physicswallahalakhpandey.com/

LAKSHYA Batch(2020-21)

Join the Batch on Physicswallah App https://bit.ly/2SHIPW6
Registration Open!!!!
  
What will you get in the Lakshya Batch?

1) Complete Class 12th + JEE Mains/ NEET syllabus - Targeting 95% in Board Exams and Selection in JEE MAINS / NEET  with a Strong Score under Direct Guidance of Alakh Pandey.

2)Live Classes and recorded Video Lectures (New, different from those on YouTube)

3)PDF Notes of each class.

4)DPP: Daily Practice Problems with each class having 10 questions based on the class of JEE Mains/NEET level.

5)Syllabus Completion by end of January, 2021 with topicwise discussion of Last 10 Years Problems in Boards, JEE Mains/NEET within Lecture. 

6)The Complete Course (Video Lectures, PDF Notes, any other Study Material) will be accessible to all the students untill JEE Mains & NEET 2021 (nearly May 2021)

7)In case you missed a live class, you can see its recording.

8)You can view the videos  any number of times.

9)Each chapter will be discussed in detail with all concepts and numericals

10)Chapterwise Approach towards JEE Mains/ NEET & Board Exams.  


****Test Series for XI & XII**** 

We provide you the best test series for Class XI,XII, JEE, NEET chapterwise, which will be scheduled for whole year.
The test series follows very  logical sequence of Basic to Advance questions.&
Evaluation of Test and Solution to all the questions at the end of the test.

11 chap 7 || System of Particles - Centre of Mass 01 || Introduction Of COM for IIT JEE / NEET ||
https://www.youtube.com/watch?v=Ak5uS3B8Gj0&list=PLF_7kfnwLFCGAL8XxoX2I8SjMXMtc07Yt

11 chap 7 | Centre of Mass 02 | COM of Continuous Bodies | COM of Semicircular Ring ,Disc,Triangle |
https://www.youtube.com/watch?v=2pMDrKMiVQ0&list=PLF_7kfnwLFCGAL8XxoX2I8SjMXMtc07Yt&index=2

11 chap 7 | Centre of Mass 03 | COM of Continuous Bodies | COM of Hollow and Solid Hemisphere , Cone
https://www.youtube.com/watch?v=UZx0_nO2F4s&list=PLF_7kfnwLFCGAL8XxoX2I8SjMXMtc07Yt&index=3

Class 11 Chapter 7 System Of Particles | Centre Of Mass 05 | Conservation Of Linear Momentum IIT JEE
https://www.youtube.com/watch?v=R5_sfvFhcuI&list=PLF_7kfnwLFCGAL8XxoX2I8SjMXMtc07Yt&index=5

Class 11 Chapter 7 | Centre Of Mass 06 | Conservation of Momentum in Bomb (Shell ) Explosion IIT JEE
https://www.youtube.com/watch?v=zdPLAWmBN9U&index=6&list=PLF_7kfnwLFCGAL8XxoX2I8SjMXMtc07Yt

Centre Of Mass 07 || Collision Series 01 || Elastic Collisions in 1 -D || IIT JEE MAINS / NEET |
https://www.youtube.com/watch?v=_FbqYwmiYwI&list=PLF_7kfnwLFCGAL8XxoX2I8SjMXMtc07Yt&index=7

Centre Of Mass 08 || Collision Series 02 || Elastic Collision in Two Dimension IIT JEE / NEET ||
https://www.youtube.com/watch?v=_l2H_Jh7-y0&list=PLF_7kfnwLFCGAL8XxoX2I8SjMXMtc07Yt&index=8

Centre Of Mass 09 || Collision Series 03 || Inelastic Collisions IIT JEE / NEET ||
https://www.youtube.com/watch?v=8_b2U7FS5-g&index=9&list=PLF_7kfnwLFCGAL8XxoX2I8SjMXMtc07Yt

COM 10 | Collision Series 04 | Coefficient Of Restitution | Elastic and Inelastic Collisions IIT JEE
https://www.youtube.com/watch?v=XhTNR09HlV4&index=29&list=PLF_7kfnwLFCGAL8XxoX2I8SjMXMtc07Yt

Centre Of Mass 11 || Collision Series 05 | Oblique Collision | Elastic Inelastic Collision JEE /NEET
https://www.youtube.com/watch?v=0-ay-xFRUKQ&index=17&list=PLF_7kfnwLFCGAL8XxoX2I8SjMXMtc07Yt

Centre Of Mass 11 || Trick For COM of Remaining Part || When Mass is Removed IIT JEE MAIN / NEET ||
https://www.youtube.com/watch?v=-ZHP-qXAFtA&index=28&list=PLF_7kfnwLFCGAL8XxoX2I8SjMXMtc07Yt",2018-08-28T23:50:39Z,"centre of mass,system of particles and rotational motion,centre of mass numericals,center of mass using integration,motion of centre of mass class 11 in hindi,motion of center of mass physics,motion of center of mass examples,motion of centre of mass class 11,centre of mass iit jee,centre of mass iit jee problems,centre of mass iit jee questions,system of particles and rotational motion class 11",27,PT1H29M7S,2131335,47623,3094,1740,,Others,,NEET,,Others,,Others,,Others,,
dJHs85IPs-w,,,,,,,,,,,,Others,,Others,,Others,,Others,,Others,,
MKo0d51Udxs,11 chap 5 | Gaseous State 07 | Real Gas and Ideal Gas IIT JEE /NEET | Compressibility Factor Z ||,"For PDF Notes and best Assignments visit @  http://physicswallahalakhpandey.com/
Live Classes, Video Lectures, Test Series, Lecturewise notes, topicwise DPP, dynamic Exercise and much more on Physicswallah App.
Download the App from Google Playstore ( https://bit.ly/2SHIPW6 )

Physicswallah Instagram Handle : https://www.instagram.com/physicswallah/ 
Physicswallah Facebook Page: https://www.facebook.com/physicswallah
Physicswallah Twitter Account : https://twitter.com/PhysicswallahAP?s=20

Physicswallah App on Google Play Store : https://bit.ly/2SHIPW6
Physicswallah Website: http://physicswallahalakhpandey.com/

LAKSHYA Batch(2020-21)

Join the Batch on Physicswallah App https://bit.ly/2SHIPW6
Registration Open!!!!
  
What will you get in the Lakshya Batch?

1) Complete Class 12th + JEE Mains/ NEET syllabus - Targeting 95% in Board Exams and Selection in JEE MAINS / NEET  with a Strong Score under Direct Guidance of Alakh Pandey.

2)Live Classes and recorded Video Lectures (New, different from those on YouTube)

3)PDF Notes of each class.

4)DPP: Daily Practice Problems with each class having 10 questions based on the class of JEE Mains/NEET level.

5)Syllabus Completion by end of January, 2021 with topicwise discussion of Last 10 Years Problems in Boards, JEE Mains/NEET within Lecture. 

6)The Complete Course (Video Lectures, PDF Notes, any other Study Material) will be accessible to all the students untill JEE Mains & NEET 2021 (nearly May 2021)

7)In case you missed a live class, you can see its recording.

8)You can view the videos  any number of times.

9)Each chapter will be discussed in detail with all concepts and numericals

10)Chapterwise Approach towards JEE Mains/ NEET & Board Exams.  


****Test Series for XI & XII**** 

We provide you the best test series for Class XI,XII, JEE, NEET chapterwise, which will be scheduled for whole year.
The test series follows very  logical sequence of Basic to Advance questions.&
Evaluation of Test and Solution to all the questions at the end of the test.


11 chap 5 || States Of Matter - Gaseous State 01 | Introduction | Basic Gas Laws | IIT JEE /NEET|
https://youtu.be/H4h4vsJ9it0

11 chap 5 || States of Matter - Gaseous State 02 || Ideal Gas Equation IIT JEE / NEET ||
https://youtu.be/cgaNiTvh33E

11 chap 5 || States Of Matter - Gaseous State 03 || Dlaton's Law Of Partial Pressure IIT JEE / NEET
https://youtu.be/mbowrScsq5I
11 chap 5 || States of Matter - Gaseous State 04 || Grahm's Law Of Diffusion IIT JEE /NEET ||
https://youtu.be/MS9Uk43U5eg

11 chap 5 | States of Matter - Gaseous State 05 | Kinetic Theory Of Gases IIT JEE / NEET| KTG
https://youtu.be/EV6BNZ_F8zo

11 chap 5 | States of Matter - Gaseous State 06 | Types of Speeds of Gas Molecules | RMS velocity
https://youtu.be/c9CRzUiDNMg

11 chap 5 | Gaseous State 07 | Real Gas and Ideal Gas IIT JEE /NEET | Compressibility Factor Z ||
https://youtu.be/MKo0d51Udxs

11 chap 5 || Gaseous State 08 || Real Gas Equation || Vander Waal Correction || IIT JEE /NEET
https://youtu.be/dJHs85IPs-w",2018-08-23T06:02:53Z,"states of matter iit jee,states of matter class 11 iit jee,gaseous state iit jee,gaseous state iit jee questions,real gases vs ideal gases,real gases crash course,compressibility factor of gas,deviation from ideal gas behaviour,deviation from ideal gas behavior,deviation from ideal gas behaviour in hindi,deviation from ideal gas behaviour graph,difference between real gas and ideal gas,difference between real gas and ideal gas class 11",27,PT42M27S,1832741,51473,3098,2547,,Others,,NEET,,Others,,Others,,Others,,
c9CRzUiDNMg,11 chap 5 | States of Matter - Gaseous State 06 | Types of Speeds of Gas Molecules | RMS velocity,"For PDF Notes and best Assignments visit @  http://physicswallahalakhpandey.com/
Live Classes, Video Lectures, Test Series, Lecturewise notes, topicwise DPP, dynamic Exercise and much more on Physicswallah App.
Download the App from Google Playstore ( https://bit.ly/2SHIPW6 )

Physicswallah Instagram Handle : https://www.instagram.com/physicswallah/ 
Physicswallah Facebook Page: https://www.facebook.com/physicswallah
Physicswallah Twitter Account : https://twitter.com/PhysicswallahAP?s=20

Physicswallah App on Google Play Store : https://bit.ly/2SHIPW6
Physicswallah Website: http://physicswallahalakhpandey.com/

LAKSHYA Batch(2020-21)

Join the Batch on Physicswallah App https://bit.ly/2SHIPW6
Registration Open!!!!
  
What will you get in the Lakshya Batch?

1) Complete Class 12th + JEE Mains/ NEET syllabus - Targeting 95% in Board Exams and Selection in JEE MAINS / NEET  with a Strong Score under Direct Guidance of Alakh Pandey.

2)Live Classes and recorded Video Lectures (New, different from those on YouTube)

3)PDF Notes of each class.

4)DPP: Daily Practice Problems with each class having 10 questions based on the class of JEE Mains/NEET level.

5)Syllabus Completion by end of January, 2021 with topicwise discussion of Last 10 Years Problems in Boards, JEE Mains/NEET within Lecture. 

6)The Complete Course (Video Lectures, PDF Notes, any other Study Material) will be accessible to all the students untill JEE Mains & NEET 2021 (nearly May 2021)

7)In case you missed a live class, you can see its recording.

8)You can view the videos  any number of times.

9)Each chapter will be discussed in detail with all concepts and numericals

10)Chapterwise Approach towards JEE Mains/ NEET & Board Exams.  


****Test Series for XI & XII**** 

We provide you the best test series for Class XI,XII, JEE, NEET chapterwise, which will be scheduled for whole year.
The test series follows very  logical sequence of Basic to Advance questions.&
Evaluation of Test and Solution to all the questions at the end of the test.


11 chap 5 || States Of Matter - Gaseous State 01 | Introduction | Basic Gas Laws | IIT JEE /NEET|
https://youtu.be/H4h4vsJ9it0

11 chap 5 || States of Matter - Gaseous State 02 || Ideal Gas Equation IIT JEE / NEET ||
https://youtu.be/cgaNiTvh33E

11 chap 5 || States Of Matter - Gaseous State 03 || Dlaton's Law Of Partial Pressure IIT JEE / NEET
https://youtu.be/mbowrScsq5I
11 chap 5 || States of Matter - Gaseous State 04 || Grahm's Law Of Diffusion IIT JEE /NEET ||
https://youtu.be/MS9Uk43U5eg

11 chap 5 | States of Matter - Gaseous State 05 | Kinetic Theory Of Gases IIT JEE / NEET| KTG
https://youtu.be/EV6BNZ_F8zo

11 chap 5 | States of Matter - Gaseous State 06 | Types of Speeds of Gas Molecules | RMS velocity
https://youtu.be/c9CRzUiDNMg

11 chap 5 | Gaseous State 07 | Real Gas and Ideal Gas IIT JEE /NEET | Compressibility Factor Z ||
https://youtu.be/MKo0d51Udxs

11 chap 5 || Gaseous State 08 || Real Gas Equation || Vander Waal Correction || IIT JEE /NEET
https://youtu.be/dJHs85IPs-w",2018-08-22T16:22:55Z,"kinetic theory of gases,root mean square speed,root mean square velocity,root mean square velocity chemistry,maxwell distribution of molecular speeds,maxwell distribution of molecular speeds derivation,maxwell distribution,maxwell distribution of velocities,maxwell distribution of speeds,root mean square velocity of gas,root mean square velocity in hindi,most probable speed of gas molecules,most probable speed formula",27,PT37M43S,1286338,30648,1464,2263,,Others,,Others,,Others,,Others,,Others,,
EV6BNZ_F8zo,,,,,,,,,,,,Others,,Others,,Others,,Others,,Others,,
UZx0_nO2F4s,"11 chap 7 | Centre of Mass 03 | COM of Continuous Bodies | COM of Hollow and Solid Hemisphere , Cone","For PDF Notes and best Assignments visit @  http://physicswallahalakhpandey.com/
Live Classes, Video Lectures, Test Series, Lecturewise notes, topicwise DPP, dynamic Exercise and much more on Physicswallah App.
Download the App from Google Playstore ( https://bit.ly/2SHIPW6 )

Physicswallah Instagram Handle : https://www.instagram.com/physicswallah/ 
Physicswallah Facebook Page: https://www.facebook.com/physicswallah
Physicswallah Twitter Account : https://twitter.com/PhysicswallahAP?s=20

Physicswallah App on Google Play Store : https://bit.ly/2SHIPW6
Physicswallah Website: http://physicswallahalakhpandey.com/

LAKSHYA Batch(2020-21)

Join the Batch on Physicswallah App https://bit.ly/2SHIPW6
Registration Open!!!!
  
What will you get in the Lakshya Batch?

1) Complete Class 12th + JEE Mains/ NEET syllabus - Targeting 95% in Board Exams and Selection in JEE MAINS / NEET  with a Strong Score under Direct Guidance of Alakh Pandey.

2)Live Classes and recorded Video Lectures (New, different from those on YouTube)

3)PDF Notes of each class.

4)DPP: Daily Practice Problems with each class having 10 questions based on the class of JEE Mains/NEET level.

5)Syllabus Completion by end of January, 2021 with topicwise discussion of Last 10 Years Problems in Boards, JEE Mains/NEET within Lecture. 

6)The Complete Course (Video Lectures, PDF Notes, any other Study Material) will be accessible to all the students untill JEE Mains & NEET 2021 (nearly May 2021)

7)In case you missed a live class, you can see its recording.

8)You can view the videos  any number of times.

9)Each chapter will be discussed in detail with all concepts and numericals

10)Chapterwise Approach towards JEE Mains/ NEET & Board Exams.  


****Test Series for XI & XII**** 

We provide you the best test series for Class XI,XII, JEE, NEET chapterwise, which will be scheduled for whole year.
The test series follows very  logical sequence of Basic to Advance questions.&
Evaluation of Test and Solution to all the questions at the end of the test.

11 chap 7 || System of Particles - Centre of Mass 01 || Introduction Of COM for IIT JEE / NEET ||
https://www.youtube.com/watch?v=Ak5uS3B8Gj0&list=PLF_7kfnwLFCGAL8XxoX2I8SjMXMtc07Yt

11 chap 7 | Centre of Mass 02 | COM of Continuous Bodies | COM of Semicircular Ring ,Disc,Triangle |
https://www.youtube.com/watch?v=2pMDrKMiVQ0&list=PLF_7kfnwLFCGAL8XxoX2I8SjMXMtc07Yt&index=2

Class 11 chapter 7 System Of Particles | Centre of Mass 04 | Motion of Centre Of Mass IIT JEE / NEET
https://www.youtube.com/watch?v=HjdyDvhKH1Y&list=PLF_7kfnwLFCGAL8XxoX2I8SjMXMtc07Yt&index=4

Class 11 Chapter 7 System Of Particles | Centre Of Mass 05 | Conservation Of Linear Momentum IIT JEE
https://www.youtube.com/watch?v=R5_sfvFhcuI&list=PLF_7kfnwLFCGAL8XxoX2I8SjMXMtc07Yt&index=5

Class 11 Chapter 7 | Centre Of Mass 06 | Conservation of Momentum in Bomb (Shell ) Explosion IIT JEE
https://www.youtube.com/watch?v=zdPLAWmBN9U&index=6&list=PLF_7kfnwLFCGAL8XxoX2I8SjMXMtc07Yt

Centre Of Mass 07 || Collision Series 01 || Elastic Collisions in 1 -D || IIT JEE MAINS / NEET |
https://www.youtube.com/watch?v=_FbqYwmiYwI&list=PLF_7kfnwLFCGAL8XxoX2I8SjMXMtc07Yt&index=7

Centre Of Mass 08 || Collision Series 02 || Elastic Collision in Two Dimension IIT JEE / NEET ||
https://www.youtube.com/watch?v=_l2H_Jh7-y0&list=PLF_7kfnwLFCGAL8XxoX2I8SjMXMtc07Yt&index=8

Centre Of Mass 09 || Collision Series 03 || Inelastic Collisions IIT JEE / NEET ||
https://www.youtube.com/watch?v=8_b2U7FS5-g&index=9&list=PLF_7kfnwLFCGAL8XxoX2I8SjMXMtc07Yt

COM 10 | Collision Series 04 | Coefficient Of Restitution | Elastic and Inelastic Collisions IIT JEE
https://www.youtube.com/watch?v=XhTNR09HlV4&index=29&list=PLF_7kfnwLFCGAL8XxoX2I8SjMXMtc07Yt

Centre Of Mass 11 || Collision Series 05 | Oblique Collision | Elastic Inelastic Collision JEE /NEET
https://www.youtube.com/watch?v=0-ay-xFRUKQ&index=17&list=PLF_7kfnwLFCGAL8XxoX2I8SjMXMtc07Yt

Centre Of Mass 11 || Trick For COM of Remaining Part || When Mass is Removed IIT JEE MAIN / NEET ||
https://www.youtube.com/watch?v=-ZHP-qXAFtA&index=28&list=PLF_7kfnwLFCGAL8XxoX2I8SjMXMtc07Yt",2018-08-22T01:01:52Z,"centre of mass system of particles,centre of mass class 11,system of particles,centre of mass iit jee,centre of mass for continuous bodies,centre of mass and centre of gravity,system of particle",27,PT42M23S,1393022,27948,1825,2543,,Others,,Others,,Others,,Others,,Others,,
2pMDrKMiVQ0,,,,,,,,,,,,Others,,Others,,Others,,Others,,Others,,
kAINy8V72d4,How To Solve Physics NumericaLs | How To Do NumericaLs in Physics | How To Get 90 in Physics |,"Live Classes, Video Lectures, Test Series, Lecturewise notes, topicwise DPP, dynamic Exercise and much more on Physicswallah App.
Download the App from Google Playstore ( https://bit.ly/2SHIPW6 )

Physicswallah Instagram Handle : https://www.instagram.com/physicswallah/ 
Physicswallah Facebook Page: https://www.facebook.com/physicswallah
Physicswallah Twitter Account : https://twitter.com/PhysicswallahAP?s=20

Physicswallah App on Google Play Store : https://bit.ly/2SHIPW6
Physicswallah Website: http://physicswallahalakhpandey.com/

LAKSHYA Batch(2020-21)

Join the Batch on Physicswallah App https://bit.ly/2SHIPW6
Registration Open!!!!
  
What will you get in the Lakshya Batch?

1) Complete Class 12th + JEE Mains/ NEET syllabus - Targeting 95% in Board Exams and Selection in JEE MAINS / NEET  with a Strong Score under Direct Guidance of Alakh Pandey.

2)Live Classes and recorded Video Lectures (New, different from those on YouTube)

3)PDF Notes of each class.

4)DPP: Daily Practice Problems with each class having 10 questions based on the class of JEE Mains/NEET level.

5)Syllabus Completion by end of January, 2021 with topicwise discussion of Last 10 Years Problems in Boards, JEE Mains/NEET within Lecture. 

6)The Complete Course (Video Lectures, PDF Notes, any other Study Material) will be accessible to all the students untill JEE Mains & NEET 2021 (nearly May 2021)

7)In case you missed a live class, you can see its recording.

8)You can view the videos  any number of times.

9)Each chapter will be discussed in detail with all concepts and numericals

10)Chapterwise Approach towards JEE Mains/ NEET & Board Exams.  


****Test Series for XI & XII**** 

We provide you the best test series for Class XI,XII, JEE, NEET chapterwise, which will be scheduled for whole year.
The test series follows very  logical sequence of Basic to Advance questions.&
Evaluation of Test and Solution to all the questions at the end of the test.",2018-08-19T05:35:07Z,"easy way to solve physics numericals,how to solve numericals in physics,how to solve any numerical in physics,tricks to solve physics numericals,how to study physics,how to do numericals of physics,how to solve physics problems,how to solve physics problems easily,how to solve any physics question,how to solve any physics problem",27,PT10M22S,188195,11262,848,622,,Physics,,Others,,Others,,Others,,Others,,
k8tYXDKb2yE,,,,,,,,,,,,Others,,Others,,Others,,Others,,Others,,
